"id","type","area","floors","rooms","bathrooms","price","condition","city","district"
5090,"town house",208,1,3,3,6127128,"fully finished","Matrouh","Alamein"
5091,"town house",89,2,3,3,6857484,"fully finished","Giza","Manshiyet Al Bakari"
5092,"villa",219,3,1,1,7684552,"luxury finished","North Sinai","Arish"
5093,"office",268,3,3,1,7604805,"luxury finished","Kafr El Sheikh","Riyadh"
5094,"apartment",84,2,3,1,3060236,"fully finished","Kafr El Sheikh","Desouq"
5095,"office",176,3,2,3,8906732,"luxury finished","Ismailia","El Tal El Kabier"
5096,"shop",164,2,1,3,10782950,"semi finished","Minya","Ard Sultan"
5097,"studio",201,1,2,2,3778696,"luxury finished","Qalyubia","Khanka"
5098,"town house",265,2,2,3,9872644,"fully finished","Suez","Ain Sokhna"
5099,"duplex",100,1,2,1,1820340,"semi finished","North Sinai","Nakhl"
5100,"apartment",203,3,1,2,13617309,"fully finished","Gharbia","Al Mahalla Al Kobra"
5101,"town house",152,1,3,1,14562516,"not finished","Fayoum","Epschway"
5102,"shop",257,1,1,1,6397919,"fully finished","Dakahlia","Aga"
5103,"studio",162,1,1,3,8604373,"luxury finished","Red Sea","Marsa Alam"
5104,"duplex",143,1,3,3,8983047,"semi finished","Fayoum","Sayala"
5105,"duplex",228,1,3,3,14673362,"fully finished","Damietta","New Damietta"
5106,"apartment",86,2,2,3,10995484,"fully finished","Kafr El Sheikh","Hamol"
5107,"apartment",152,3,2,3,1879160,"semi finished","Qena","New Qena"
8847,"shop",252,3,1,2,9077204,"luxury finished","Ismailia","Abu Sawir"
5108,"town house",288,3,3,1,7328710,"fully finished","Beheira","Kafr El Dawar"
5109,"studio",230,1,2,1,4169525,"fully finished","Assiut","Assiut"
5110,"town house",250,1,1,1,11150311,"fully finished","Giza","Mohandessin"
5111,"shop",206,1,1,3,11163437,"fully finished","South Sinai","Taba"
5112,"duplex",106,1,1,3,13131148,"not finished","Dakahlia","Mitt Ghamr"
5113,"villa",232,2,3,2,5102602,"fully finished","Red Sea","Marsa Alam"
5114,"duplex",147,2,3,2,11414814,"not finished","Beheira","Badr"
5115,"duplex",228,3,3,2,5123018,"semi finished","Qena","Nag Hammadi"
5116,"villa",162,2,3,2,7743074,"luxury finished","Menofia","Menouf"
5117,"duplex",231,3,1,2,14471828,"not finished","Alexandria","Anfoushi"
5118,"office",108,2,1,1,1248538,"fully finished","Cairo","Waily"
5119,"studio",241,2,2,2,7258679,"semi finished","Cairo","Mansheya Nasir"
5120,"town house",125,3,1,3,7070360,"luxury finished","Minya","Magagha"
5121,"shop",193,1,1,1,14730677,"semi finished","Menofia","Ashmon"
5122,"villa",141,3,3,2,10723315,"semi finished","Matrouh","Dabaa"
5123,"shop",129,2,2,1,10901727,"not finished","Beheira","Delengat"
5124,"shop",268,2,1,2,3111305,"luxury finished","Sohag","Saqilatuh"
5125,"apartment",225,1,3,2,11779194,"fully finished","Alexandria","Gheet Alenab"
5126,"villa",183,2,2,2,12812839,"semi finished","Luxor","Luxor"
5127,"villa",178,3,2,2,11455063,"semi finished","Alexandria","Stanley"
5128,"shop",130,2,3,3,7624507,"fully finished","Fayoum","Etsa"
5129,"town house",197,2,2,2,12172512,"semi finished","Damietta","Kafr Saad"
5130,"town house",104,2,3,3,14685553,"fully finished","Sharkia","Awlad Saqr"
5131,"duplex",132,1,2,3,12065530,"fully finished","Kafr El Sheikh","Fooh"
5132,"studio",80,2,1,1,7277220,"semi finished","Matrouh","Siwa"
5133,"town house",160,2,1,3,9366740,"semi finished","Beni Suef","Beni Suef El Gedida"
5134,"villa",170,2,2,2,8858373,"semi finished","North Sinai","Rafah"
5135,"villa",229,3,2,3,4100107,"semi finished","Assiut","El Badari"
5136,"office",141,1,3,1,4848341,"not finished","Minya","Ard Sultan"
5137,"town house",300,3,3,2,13798794,"luxury finished","Beni Suef","Beni Suef El Gedida"
5138,"office",159,3,2,2,14337935,"semi finished","Luxor","New Luxor"
5139,"town house",256,2,2,3,10919571,"not finished","Giza","Imbaba"
5140,"apartment",257,1,2,3,2544591,"luxury finished","Beheira","Shubrakhit"
5141,"office",143,3,1,1,7632029,"not finished","Luxor","Al Qarna"
5142,"apartment",163,2,2,3,6509599,"not finished","South Sinai","Abu Zenaima"
5143,"shop",231,3,2,2,10301375,"fully finished","North Sinai","Sheikh Zowaid"
5144,"studio",187,1,2,3,10308007,"semi finished","Port Said","Port Fouad"
5145,"apartment",198,2,1,2,12005023,"semi finished","Giza","Oaseem"
5146,"villa",263,3,1,1,10334039,"luxury finished","Qena","Qaft"
5147,"office",178,1,3,3,1304291,"not finished","Qena","Alwaqf"
5148,"office",288,1,3,3,2103415,"not finished","Matrouh","Marina"
5149,"studio",216,2,1,1,14692234,"fully finished","Qena","Alwaqf"
5150,"studio",101,1,2,1,12523978,"luxury finished","Red Sea","Hurghada"
5151,"office",149,2,1,3,1621187,"luxury finished","Beheira","Delengat"
5152,"villa",159,3,3,1,13482203,"not finished","Red Sea","El Qusiar"
5153,"apartment",279,2,3,3,2480346,"luxury finished","Luxor","Luxor"
5154,"villa",273,3,2,1,9659350,"semi finished","Assiut","Manfalut"
5155,"office",176,2,3,1,12684150,"not finished","Dakahlia","El Kurdi"
5156,"villa",123,1,1,1,9627119,"fully finished","Qalyubia","Shubra Al Khaimah"
5157,"villa",129,3,3,2,1728528,"fully finished","Alexandria","Sidi Bishr"
5188,"office",82,2,3,3,4745237,"luxury finished","Red Sea","Halaib"
5158,"apartment",137,1,2,1,10248672,"luxury finished","Matrouh","Dabaa"
5211,"villa",231,3,3,3,7525541,"semi finished","Sharkia","Al Ashr Men Ramadan"
5159,"shop",261,1,1,2,13002893,"not finished","Beheira","Abu al-Matamir"
6401,"apartment",164,1,3,2,12777440,"not finished","Menofia","Ashmon"
5160,"apartment",187,3,2,2,14237322,"not finished","Luxor","Esna"
5212,"duplex",237,2,1,2,9058850,"fully finished","Fayoum","Epschway"
5161,"office",103,2,2,2,4800145,"fully finished","Assiut","Abnoub"
5162,"office",185,2,1,1,13573580,"fully finished","Assiut","Sahel Selim"
5213,"apartment",265,1,1,3,13204954,"fully finished","Gharbia","Zefta"
5163,"apartment",299,2,3,2,7282871,"not finished","Sohag","Gerga"
5164,"duplex",138,2,3,1,9823019,"not finished","Beheira","Wadi Natrun"
5214,"duplex",285,3,1,1,13306032,"luxury finished","Matrouh","Sidi Brani"
5165,"apartment",99,3,1,2,9385233,"not finished","North Sinai","Sheikh Zowaid"
5166,"office",142,3,2,3,8641952,"luxury finished","South Sinai","Abu Zenaima"
5215,"office",86,3,1,1,12590769,"semi finished","Alexandria","Bourj Alarab"
5167,"office",294,1,2,1,10790639,"luxury finished","Qena","Naqada"
5168,"duplex",131,3,2,2,3872360,"not finished","South Sinai","Abu Zenaima"
5216,"villa",99,2,3,1,3729113,"luxury finished","Port Said","Almanakh"
5169,"apartment",257,3,3,2,11113289,"fully finished","New Valley","Paris"
5170,"studio",281,1,1,3,3631254,"not finished","Assiut","Assiut El Gedida"
5217,"duplex",213,3,2,3,4295319,"luxury finished","Qena","Nag Hammadi"
5171,"studio",157,3,2,3,1890526,"semi finished","Dakahlia","Mahalat Damana"
5172,"apartment",220,2,2,1,10849037,"fully finished","Suez","Alganayen"
5218,"villa",279,2,2,1,9251684,"fully finished","Qena","Nag Hammadi"
5173,"studio",243,1,3,2,12941352,"fully finished","Beheira","Rashid"
5174,"villa",140,2,2,1,11321630,"fully finished","Beni Suef","Naser"
5219,"studio",286,2,3,2,6821609,"fully finished","Ismailia","Kasasien El Gedida"
5175,"office",209,1,1,1,14364357,"not finished","Beheira","Badr"
5176,"shop",150,3,1,3,2215991,"not finished","Fayoum","Fayoum"
5220,"duplex",285,2,1,2,10384780,"not finished","Port Said","Mubarak"
5177,"studio",122,3,1,3,14111894,"fully finished","Suez","Ataqah"
5178,"shop",147,3,2,3,13249547,"semi finished","Alexandria","Cleopatra"
5221,"studio",185,1,3,3,4935045,"semi finished","Giza","Saft Allaban"
5179,"shop",290,2,3,2,13593440,"luxury finished","Damietta","Ras El Bar"
5180,"town house",296,2,1,3,5236676,"luxury finished","South Sinai","Saint Catherine"
5222,"office",93,3,3,1,8879167,"luxury finished","Suez","Ain Sokhna"
5181,"shop",101,3,1,1,4984542,"not finished","Red Sea","Shalatin"
5182,"studio",114,2,1,2,3188089,"luxury finished","Giza","Manshiyet Al Bakari"
5223,"shop",253,3,1,3,3293181,"not finished","Sharkia","Minya Al Qamh"
5183,"shop",181,2,3,1,10030929,"semi finished","New Valley","El Kharga"
5184,"studio",163,2,2,1,14346404,"not finished","New Valley","Paris"
5224,"town house",138,1,1,1,14536284,"semi finished","Alexandria","Bakos"
5185,"duplex",254,3,2,2,2172569,"luxury finished","New Valley","Farafra"
5186,"town house",263,2,3,1,8551946,"not finished","Menofia","Al Bagor"
5225,"town house",84,3,3,3,6160603,"semi finished","Matrouh","North Coast"
5187,"duplex",211,2,3,2,9133521,"luxury finished","New Valley","Balat"
5226,"shop",217,3,2,3,12612093,"not finished","South Sinai","Ras Sidr"
5227,"shop",266,2,2,1,6668812,"semi finished","Beni Suef","Ehnasia"
5228,"studio",238,3,1,2,8718103,"luxury finished","Sohag","Sohag"
5229,"town house",187,3,2,2,10421408,"not finished","Assiut","Abnoub"
5230,"duplex",155,2,2,2,13450884,"luxury finished","New Valley","El Kharga"
5231,"shop",93,2,2,1,8805617,"fully finished","New Valley","Dakhla"
5232,"town house",198,1,2,1,10551967,"not finished","Alexandria","Dekheila"
5233,"studio",96,2,1,1,10708431,"luxury finished","Fayoum","Yusuf El Sediaq"
5234,"villa",265,2,1,2,10468657,"not finished","Sohag","Sohag El Gedida"
5235,"villa",141,1,3,3,6536256,"not finished","Luxor","Al ziynia"
5236,"apartment",272,1,1,2,10037892,"not finished","South Sinai","Ras Sidr"
5237,"studio",171,2,3,2,6764153,"not finished","Kafr El Sheikh","Kafr El Sheikh"
5238,"apartment",148,1,3,1,11171932,"semi finished","Cairo","Al Azbakeyah"
5239,"office",165,2,2,1,3230083,"not finished","Ismailia","Kasasien El Gedida"
5240,"town house",166,1,2,3,5032421,"semi finished","Beni Suef","Fashn"
5241,"duplex",83,2,2,1,7046417,"fully finished","Aswan","Al Sibaeia"
5242,"town house",122,2,2,2,2727277,"luxury finished","Beheira","Delengat"
5243,"shop",298,3,1,2,6642749,"not finished","Beheira","Mahmoudiyah"
5244,"villa",296,3,3,3,12849443,"fully finished","Assiut","El Badari"
5245,"villa",176,2,3,3,7752237,"not finished","Giza","Al Wahat Al Baharia"
5246,"office",123,3,2,3,2147901,"semi finished","Dakahlia","Gamasa"
5247,"town house",202,2,2,2,8776940,"not finished","South Sinai","Al Toor"
5248,"apartment",112,3,1,1,7850697,"luxury finished","Dakahlia","Mitt Ghamr"
5249,"town house",274,3,1,3,6772903,"semi finished","Beni Suef","Naser"
5250,"office",160,2,3,2,8494348,"semi finished","Sharkia","Faccus"
5251,"shop",116,1,2,3,11466732,"not finished","Suez","Suez"
5252,"duplex",91,1,2,2,5156581,"fully finished","Kafr El Sheikh","Sidi Salm"
5253,"studio",140,1,1,3,14069145,"not finished","Gharbia","Al Mahalla Al Kobra"
5254,"town house",209,2,3,2,1144694,"semi finished","Qalyubia","Khosous"
5255,"apartment",141,1,2,1,3531027,"fully finished","Ismailia","Qantara Sharq"
5256,"shop",287,3,2,3,4024532,"not finished","Red Sea","Shalatin"
5257,"studio",148,2,1,3,2615761,"semi finished","Beni Suef","Al Wasta"
5258,"duplex",205,1,2,2,1035030,"semi finished","South Sinai","Al Toor"
5259,"town house",91,3,3,2,14330235,"not finished","Qena","Alwaqf"
5260,"shop",286,1,1,1,2933213,"fully finished","Gharbia","Tanta"
5261,"apartment",83,3,2,1,14978039,"luxury finished","Qena","New Qena"
5262,"villa",217,1,1,2,12084839,"semi finished","Matrouh","Marina"
5263,"office",284,1,3,2,1197952,"luxury finished","Alexandria","Al Mafrouza"
5264,"apartment",110,2,2,3,5163444,"fully finished","Assiut","El Ghanaim"
5265,"apartment",121,3,2,3,12552097,"semi finished","Dakahlia","Al Manzala"
5266,"villa",100,1,3,2,10487248,"not finished","Gharbia","Tanta"
5267,"duplex",177,2,2,3,13287251,"luxury finished","Damietta","Faraskour"
5268,"apartment",122,3,3,1,1747389,"luxury finished","Sohag","Jahina Al Gharbia"
5269,"duplex",249,1,2,3,10806309,"fully finished","Dakahlia","Meet Salsil"
5270,"office",84,3,2,2,14433785,"not finished","North Sinai","Rafah"
5271,"villa",284,2,3,1,12670605,"luxury finished","Cairo","New Cairo"
5272,"office",281,3,2,2,8380870,"not finished","Damietta","alruwda"
5273,"town house",286,3,3,1,6617519,"semi finished","Gharbia","Samannoud"
5274,"villa",244,3,3,2,3224417,"not finished","Gharbia","Samannoud"
5275,"office",127,3,1,3,3158912,"semi finished","Kafr El Sheikh","Metobas"
5276,"duplex",165,2,1,2,8482912,"luxury finished","Minya","Bani Mazar"
5277,"duplex",163,3,1,1,13521118,"luxury finished","Minya","Samalut"
5278,"studio",278,3,3,3,8445839,"luxury finished","Kafr El Sheikh","Bella"
5279,"office",273,2,2,3,1380620,"luxury finished","Kafr El Sheikh","Masief Baltim"
6402,"office",134,1,1,3,6603635,"semi finished","Assiut","Assiut"
5280,"duplex",91,3,1,2,11116387,"fully finished","Aswan","Kom Ombo"
5281,"apartment",88,1,3,2,9683211,"fully finished","Sohag","Sohag El Gedida"
5282,"studio",216,2,3,1,3146137,"luxury finished","Matrouh","Salloum"
5283,"villa",218,2,3,2,11341711,"luxury finished","Giza","Hawamdiyah"
5284,"town house",157,2,2,1,3202614,"semi finished","Matrouh","Alamein"
5285,"duplex",94,1,1,2,8418535,"luxury finished","New Valley","Dakhla"
5286,"duplex",294,2,1,2,6187752,"not finished","Gharbia","Samannoud"
5287,"studio",137,3,2,1,14782413,"fully finished","Ismailia","Fayed"
5288,"office",81,3,1,1,12480692,"fully finished","Alexandria","Naseria"
5289,"villa",113,3,1,3,13244471,"fully finished","Qena","Quos"
5290,"apartment",292,3,1,3,8266914,"semi finished","Qena","Qaft"
5291,"office",286,3,1,3,7429006,"semi finished","Luxor","New Tiba"
5292,"town house",185,1,2,1,8066658,"fully finished","Beni Suef","Somasta"
5293,"town house",136,2,1,1,11936270,"semi finished","Dakahlia","Mansoura"
5294,"duplex",243,3,3,1,6976879,"fully finished","Kafr El Sheikh","Burg Al Burullus"
5295,"office",154,2,2,2,2284768,"fully finished","Assiut","Abnoub"
5296,"studio",222,1,1,3,12585202,"fully finished","Sohag","Saqilatuh"
5297,"duplex",165,1,3,2,6189187,"luxury finished","Menofia","Ashmon"
5298,"duplex",156,2,2,1,9979397,"not finished","Beni Suef","Bani Sweif"
5299,"town house",256,1,3,1,14281398,"semi finished","Sohag","Tama"
5300,"shop",157,1,2,3,8374683,"luxury finished","Sohag","Sohag"
5301,"town house",208,2,3,2,6101014,"semi finished","Menofia","Berkat El Saba"
5302,"apartment",164,2,3,1,1030112,"luxury finished","Beheira","Abu al-Matamir"
5303,"apartment",138,3,2,1,9143725,"semi finished","Beni Suef","Beni Suef El Gedida"
5304,"office",205,2,2,3,9357542,"not finished","Dakahlia","Belqas"
5305,"villa",155,3,2,3,6007716,"luxury finished","Alexandria","Al Max"
5306,"studio",289,1,2,2,12262406,"semi finished","Assiut","El Ghanaim"
5307,"villa",296,1,1,2,9132803,"luxury finished","Luxor","Al ziynia"
5308,"town house",247,2,1,3,14184514,"luxury finished","Red Sea","Hurghada"
5309,"shop",293,2,3,3,4167598,"luxury finished","Sohag","Tahta"
5310,"villa",280,2,2,1,11872808,"luxury finished","Qalyubia","Khanka"
5311,"shop",286,1,3,1,11633802,"not finished","Sharkia","Belbeis"
5312,"office",192,1,2,2,3899711,"semi finished","Dakahlia","Mansoura"
5313,"shop",275,3,3,3,5122141,"fully finished","Qena","Deshna"
5314,"apartment",291,2,1,3,13784500,"not finished","Suez","Alganayen"
5315,"office",219,3,1,2,7958107,"luxury finished","Qalyubia","Qalyub"
5316,"apartment",294,1,2,1,2590998,"fully finished","Port Said","Zohour"
5317,"duplex",159,2,1,3,8498393,"semi finished","North Sinai","Sheikh Zowaid"
5318,"apartment",240,1,2,1,13654588,"not finished","New Valley","Mout"
5319,"studio",84,1,1,1,11021001,"luxury finished","Kafr El Sheikh","Riyadh"
5320,"duplex",235,1,3,3,9891690,"luxury finished","Kafr El Sheikh","Masief Baltim"
5321,"studio",180,3,3,1,4071485,"fully finished","Assiut","Qusiya"
5322,"villa",158,2,3,2,7672745,"luxury finished","Minya","Abu Qurqas"
5323,"duplex",295,1,3,3,11101780,"not finished","Cairo","Mosky"
5324,"villa",160,2,1,3,4576996,"luxury finished","Damietta","Azbet Al Burg"
5325,"town house",174,2,2,3,10382214,"not finished","Gharbia","Qutour"
5326,"studio",87,3,3,2,14707312,"luxury finished","Beheira","Kom Hamada"
5327,"shop",157,3,3,1,8073789,"semi finished","Alexandria","Camp Shizar"
5328,"office",90,1,2,3,5889356,"fully finished","Matrouh","El Hamam"
5329,"town house",227,1,3,3,6705019,"not finished","Beni Suef","Beni Suef El Gedida"
8848,"studio",180,2,3,2,4024218,"luxury finished","South Sinai","Nuweiba"
5330,"studio",123,2,1,3,11557436,"luxury finished","Port Said","Zohour"
5331,"shop",194,3,3,1,5048786,"semi finished","Damietta","alsaru"
5332,"office",184,2,3,2,7570050,"not finished","Beni Suef","Alabbaseri"
5333,"studio",112,3,3,3,13801857,"not finished","Matrouh","Marsa Matrouh"
5334,"duplex",186,1,1,2,12096774,"semi finished","Alexandria","Dekheila"
5335,"shop",288,2,1,3,13498733,"fully finished","Beni Suef","Naser"
5336,"shop",205,1,1,3,2064237,"fully finished","Qalyubia","Al Qanater Charity"
5337,"villa",99,2,3,1,8113792,"luxury finished","Giza","Smart Village"
5338,"duplex",154,1,2,3,14140755,"semi finished","Damietta","alsaru"
5339,"shop",88,3,2,1,2993396,"semi finished","Beheira","Edco"
5340,"duplex",115,2,2,1,3885043,"fully finished","Kafr El Sheikh","Desouq"
5341,"shop",123,1,3,3,12294089,"fully finished","Matrouh","Marsa Matrouh"
5342,"apartment",280,3,3,1,1639417,"luxury finished","Menofia","Quesna"
5343,"town house",230,1,1,2,11731213,"luxury finished","Sohag","Sohag El Gedida"
5344,"apartment",208,2,1,2,10983507,"semi finished","Damietta","alruwda"
5345,"town house",172,2,1,1,7246836,"not finished","Minya","Abu Qurqas"
5346,"villa",138,1,2,2,4181189,"luxury finished","Sohag","Tahta"
5347,"villa",258,1,1,3,1324882,"not finished","Luxor","Al ziynia"
5348,"villa",158,3,3,3,7364038,"semi finished","Beheira","Housh Eissa"
5349,"duplex",126,1,2,3,8854597,"not finished","North Sinai","Arish"
5350,"shop",149,3,3,3,11966640,"semi finished","Assiut","Manfalut"
5351,"villa",294,3,1,2,10021707,"luxury finished","Suez","Suez"
5352,"studio",244,2,3,1,3611326,"not finished","Ismailia","Fayed"
5353,"studio",295,1,3,3,14051204,"fully finished","Qalyubia","Khosous"
5354,"shop",259,2,1,1,6441351,"semi finished","Giza","Omraneya"
5355,"apartment",191,2,2,3,8991066,"not finished","Assiut","Abnoub"
5356,"apartment",252,3,2,3,2845802,"luxury finished","Port Said","Port Fouad"
5357,"villa",257,1,1,3,7474396,"luxury finished","Qena","Deshna"
5358,"studio",233,1,3,3,13823675,"luxury finished","Damietta","Zarqa"
5359,"villa",300,2,2,2,14713171,"not finished","Kafr El Sheikh","Qellen"
5360,"office",272,1,2,1,14302273,"fully finished","Red Sea","Safaga"
5361,"studio",285,1,3,2,2109905,"luxury finished","South Sinai","Al Toor"
5362,"apartment",143,1,2,2,14637854,"semi finished","Alexandria","Marina"
5363,"apartment",251,1,1,2,4721434,"semi finished","Red Sea","Safaga"
5364,"shop",277,3,3,2,8793930,"semi finished","Menofia","Sadat City"
5365,"town house",140,1,1,3,13346188,"semi finished","Beni Suef","Al Wasta"
5366,"apartment",154,3,3,2,5138058,"fully finished","Ismailia","Qantara Sharq"
5367,"studio",210,2,2,2,1858873,"not finished","Giza","Haraneya"
5368,"shop",268,1,3,1,14400115,"semi finished","Suez","Suez"
5369,"town house",115,3,2,3,1524846,"luxury finished","Red Sea","Shalatin"
